source,target,weight
"('CORE-ADAPT', 'passionate about ai')",passionate about ai,1
"('CORE-BUSINESS', 'attention to detail')",attention to detail,1
"('CORE-BUSINESS', 'equivalent practical experience')",equivalent practical experience,1
"('CORE-BUSINESS', 'familiarity with modern hr technology platforms (e.g., workday, adp, salesforce)')","familiarity with modern hr technology platforms (e.g., workday, adp, salesforce)",1
"('CORE-BUSINESS', 'passionate about ai')",passionate about ai,1
"('EXP-AI-YRS', 'attention to detail')",attention to detail,1
"('EXP-AI-YRS', 'equivalent practical experience')",equivalent practical experience,1
"('EXP-AI-YRS', 'familiarity with modern hr technology platforms (e.g., workday, adp, salesforce)')","familiarity with modern hr technology platforms (e.g., workday, adp, salesforce)",1
"('EXP-AI-YRS', 'passionate about ai')",passionate about ai,1
"('EXP-INDUSTRY', 'attention to detail')",attention to detail,1
"('EXP-INDUSTRY', 'equivalent practical experience')",equivalent practical experience,1
"('EXP-INDUSTRY', 'familiarity with modern hr technology platforms (e.g., workday, adp, salesforce)')","familiarity with modern hr technology platforms (e.g., workday, adp, salesforce)",1
"('EXP-INDUSTRY', 'passionate about ai')",passionate about ai,1
"('EXP-PM-YRS', 'attention to detail')",attention to detail,1
"('EXP-PM-YRS', 'equivalent practical experience')",equivalent practical experience,1
"('EXP-PM-YRS', 'familiarity with modern hr technology platforms (e.g., workday, adp, salesforce)')","familiarity with modern hr technology platforms (e.g., workday, adp, salesforce)",1
"('EXP-PM-YRS', 'passionate about ai')",passionate about ai,1
"('EXP_ROLE', 'attention to detail')",attention to detail,1
"('EXP_ROLE', 'equivalent practical experience')",equivalent practical experience,1
"('EXP_ROLE', 'familiarity with modern hr technology platforms (e.g., workday, adp, salesforce)')","familiarity with modern hr technology platforms (e.g., workday, adp, salesforce)",1
"('EXP_ROLE', 'passionate about ai')",passionate about ai,1
"('PM-METHOD', 'attention to detail')",attention to detail,1
"('PM-METHOD', 'equivalent practical experience')",equivalent practical experience,1
"('PM-METHOD', 'familiarity with modern hr technology platforms (e.g., workday, adp, salesforce)')","familiarity with modern hr technology platforms (e.g., workday, adp, salesforce)",1
"('PM-METHOD', 'passionate about ai')",passionate about ai,1
"('PM-PLAN', 'attention to detail')",attention to detail,1
"('PM-PLAN', 'equivalent practical experience')",equivalent practical experience,1
"('PM-PLAN', 'familiarity with modern hr technology platforms (e.g., workday, adp, salesforce)')","familiarity with modern hr technology platforms (e.g., workday, adp, salesforce)",1
"('PM-PLAN', 'passionate about ai')",passionate about ai,1
"('PM-RISK', 'attention to detail')",attention to detail,1
"('PM-RISK', 'equivalent practical experience')",equivalent practical experience,1
"('PM-RISK', 'familiarity with modern hr technology platforms (e.g., workday, adp, salesforce)')","familiarity with modern hr technology platforms (e.g., workday, adp, salesforce)",1
"('PM-RISK', 'passionate about ai')",passionate about ai,1
"('QUAL-PREF', 'attention to detail')",attention to detail,1
"('QUAL-PREF', 'equivalent practical experience')",equivalent practical experience,1
"('QUAL-PREF', 'familiarity with modern hr technology platforms (e.g., workday, adp, salesforce)')","familiarity with modern hr technology platforms (e.g., workday, adp, salesforce)",1
"('QUAL-PREF', 'passionate about ai')",passionate about ai,1
"('SS-LEADERSHIP', 'attention to detail')",attention to detail,1
"('SS-LEADERSHIP', 'equivalent practical experience')",equivalent practical experience,1
"('SS-LEADERSHIP', 'familiarity with modern hr technology platforms (e.g., workday, adp, salesforce)')","familiarity with modern hr technology platforms (e.g., workday, adp, salesforce)",1
"('SS-LEADERSHIP', 'passionate about ai')",passionate about ai,1
"('SS-STAKEHOLDER', 'attention to detail')",attention to detail,1
"('SS-STAKEHOLDER', 'equivalent practical experience')",equivalent practical experience,1
"('SS-STAKEHOLDER', 'familiarity with modern hr technology platforms (e.g., workday, adp, salesforce)')","familiarity with modern hr technology platforms (e.g., workday, adp, salesforce)",1
"('SS-STAKEHOLDER', 'passionate about ai')",passionate about ai,1
"('TECH-CONCEPT', 'attention to detail')",attention to detail,1
"('TECH-CONCEPT', 'equivalent practical experience')",equivalent practical experience,1
"('TECH-CONCEPT', 'familiarity with modern hr technology platforms (e.g., workday, adp, salesforce)')","familiarity with modern hr technology platforms (e.g., workday, adp, salesforce)",1
"('TECH-CONCEPT', 'passionate about ai')",passionate about ai,1
"('TECH-HANDSON', 'attention to detail')",attention to detail,1
"('TECH-HANDSON', 'equivalent practical experience')",equivalent practical experience,1
"('TECH-HANDSON', 'familiarity with modern hr technology platforms (e.g., workday, adp, salesforce)')","familiarity with modern hr technology platforms (e.g., workday, adp, salesforce)",1
"('TECH-HANDSON', 'passionate about ai')",passionate about ai,1
"('TECH-OPS', 'attention to detail')",attention to detail,1
"('TECH-OPS', 'equivalent practical experience')",equivalent practical experience,1
"('TECH-OPS', 'familiarity with modern hr technology platforms (e.g., workday, adp, salesforce)')","familiarity with modern hr technology platforms (e.g., workday, adp, salesforce)",1
"('TECH-OPS', 'passionate about ai')",passionate about ai,1
"('attention to detail', 'equivalent practical experience')",equivalent practical experience,1
"('attention to detail', 'familiarity with modern hr technology platforms (e.g., workday, adp, salesforce)')","familiarity with modern hr technology platforms (e.g., workday, adp, salesforce)",1
"('attention to detail', 'organizational skills')",organizational skills,1
"('attention to detail', 'passionate about ai')",passionate about ai,1
"('equivalent practical experience', 'familiarity with modern hr technology platforms (e.g., workday, adp, salesforce)')","familiarity with modern hr technology platforms (e.g., workday, adp, salesforce)",1
"('equivalent practical experience', 'organizational skills')",organizational skills,1
"('equivalent practical experience', 'passionate about ai')",passionate about ai,1
"('familiarity with modern hr technology platforms (e.g., workday, adp, salesforce)', 'organizational skills')",organizational skills,1
"('familiarity with modern hr technology platforms (e.g., workday, adp, salesforce)', 'passionate about ai')",passionate about ai,1
"('organizational skills', 'passionate about ai')",passionate about ai,1
"('CONTEXT-COMPLEX', 'active top secret clearance with sci eligibility')",active top secret clearance with sci eligibility,1
"('CONTEXT-COMPLEX', 'familiarity with nga core platform')",familiarity with nga core platform,1
"('CONTEXT-COMPLEX', 'familiarity with nga data environments')",familiarity with nga data environments,1
"('CONTEXT-COMPLEX', 'occasional travel within the national capital region (ncr)')",occasional travel within the national capital region (ncr),1
"('CONTEXT-COMPLEX', 'u.s. citizenship')",u.s. citizenship,1
"('CONTEXT-REG', 'active top secret clearance with sci eligibility')",active top secret clearance with sci eligibility,1
"('CONTEXT-REG', 'familiarity with nga core platform')",familiarity with nga core platform,1
"('CONTEXT-REG', 'familiarity with nga data environments')",familiarity with nga data environments,1
"('CONTEXT-REG', 'occasional travel within the national capital region (ncr)')",occasional travel within the national capital region (ncr),1
"('CONTEXT-REG', 'u.s. citizenship')",u.s. citizenship,1
"('CORE-BUSINESS', 'active top secret clearance with sci eligibility')",active top secret clearance with sci eligibility,1
"('CORE-BUSINESS', 'familiarity with nga core platform')",familiarity with nga core platform,1
"('CORE-BUSINESS', 'familiarity with nga data environments')",familiarity with nga data environments,1
"('CORE-BUSINESS', 'occasional travel within the national capital region (ncr)')",occasional travel within the national capital region (ncr),1
"('CORE-BUSINESS', 'u.s. citizenship')",u.s. citizenship,1
"('EDU-ADV', 'active top secret clearance with sci eligibility')",active top secret clearance with sci eligibility,1
"('EDU-ADV', 'familiarity with nga core platform')",familiarity with nga core platform,1
"('EDU-ADV', 'familiarity with nga data environments')",familiarity with nga data environments,1
"('EDU-ADV', 'occasional travel within the national capital region (ncr)')",occasional travel within the national capital region (ncr),1
"('EDU-ADV', 'u.s. citizenship')",u.s. citizenship,1
"('EXP-AI-YRS', 'active top secret clearance with sci eligibility')",active top secret clearance with sci eligibility,1
"('EXP-AI-YRS', 'familiarity with nga core platform')",familiarity with nga core platform,1
"('EXP-AI-YRS', 'familiarity with nga data environments')",familiarity with nga data environments,1
"('EXP-AI-YRS', 'occasional travel within the national capital region (ncr)')",occasional travel within the national capital region (ncr),1
"('EXP-AI-YRS', 'u.s. citizenship')",u.s. citizenship,1
"('EXP-INDUSTRY', 'active top secret clearance with sci eligibility')",active top secret clearance with sci eligibility,1
"('EXP-INDUSTRY', 'familiarity with nga core platform')",familiarity with nga core platform,1
"('EXP-INDUSTRY', 'familiarity with nga data environments')",familiarity with nga data environments,1
"('EXP-INDUSTRY', 'occasional travel within the national capital region (ncr)')",occasional travel within the national capital region (ncr),1
"('EXP-INDUSTRY', 'u.s. citizenship')",u.s. citizenship,1
"('EXP-PM-YRS', 'active top secret clearance with sci eligibility')",active top secret clearance with sci eligibility,1
"('EXP-PM-YRS', 'familiarity with nga core platform')",familiarity with nga core platform,1
"('EXP-PM-YRS', 'familiarity with nga data environments')",familiarity with nga data environments,1
"('EXP-PM-YRS', 'occasional travel within the national capital region (ncr)')",occasional travel within the national capital region (ncr),1
"('EXP-PM-YRS', 'u.s. citizenship')",u.s. citizenship,1
"('EXP_ROLE', 'active top secret clearance with sci eligibility')",active top secret clearance with sci eligibility,1
"('EXP_ROLE', 'familiarity with nga core platform')",familiarity with nga core platform,1
"('EXP_ROLE', 'familiarity with nga data environments')",familiarity with nga data environments,1
"('EXP_ROLE', 'occasional travel within the national capital region (ncr)')",occasional travel within the national capital region (ncr),1
"('EXP_ROLE', 'u.s. citizenship')",u.s. citizenship,1
"('PM-BUDGET', 'active top secret clearance with sci eligibility')",active top secret clearance with sci eligibility,1
"('PM-BUDGET', 'familiarity with nga core platform')",familiarity with nga core platform,1
"('PM-BUDGET', 'familiarity with nga data environments')",familiarity with nga data environments,1
"('PM-BUDGET', 'occasional travel within the national capital region (ncr)')",occasional travel within the national capital region (ncr),1
"('PM-BUDGET', 'u.s. citizenship')",u.s. citizenship,1
"('PM-PLAN', 'active top secret clearance with sci eligibility')",active top secret clearance with sci eligibility,1
"('PM-PLAN', 'familiarity with nga core platform')",familiarity with nga core platform,1
